"site.name","local.id","site.type","year","xcoord","ycoord","species","plant.code","strata","avg.cov","coc","nativity","stress.tol","notes"
"RAM #03","R-03","RAM",2012,553060.802718,4899645.99502,"Picea mariana","PIMA",5,50,6,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2012,553060.802718,4899645.99502,"Rhododendron canadense","RHCA6",5,10,5.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2012,553060.802718,4899645.99502,"Rhododendron groenlandicum","RHGR3",5,5,6.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2012,553060.802718,4899645.99502,"Vaccinium corymbosum","VACO",5,12,4,"native",1,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2017,553060.802718,4899645.99502,"Carex trisperma","CATR10",3,2,5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2017,553060.802718,4899645.99502,"Cornus canadensis","COCA13",3,0.1,5.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2017,553060.802718,4899645.99502,"Gaylussacia baccata","GABA",5,15,5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2017,553060.802718,4899645.99502,"Ilex mucronata","ILMU",5,15,4.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2017,553060.802718,4899645.99502,"Kalmia angustifolia","KAAN",5,5,2,"native",1,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2017,553060.802718,4899645.99502,"Larix laricina","LALA",7,0.1,4.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2017,553060.802718,4899645.99502,"Maianthemum trifolium","MATR4",3,20,7.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2017,553060.802718,4899645.99502,"Picea mariana","PIMA",5,20,6,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2017,553060.802718,4899645.99502,"Picea mariana","PIMA",7,40,6,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2017,553060.802718,4899645.99502,"Rhododendron canadense","RHCA6",5,30,5.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2017,553060.802718,4899645.99502,"Rhododendron groenlandicum","RHGR3",5,10,6.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2017,553060.802718,4899645.99502,"Vaccinium corymbosum","VACO",5,20,4,"native",1,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2022,553060.802718,4899645.99502,"Carex trisperma","CATR10",3,4,5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2022,553060.802718,4899645.99502,"Cornus canadensis","COCA13",3,2,5.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2022,553060.802718,4899645.99502,"Gaylussacia baccata","GABA",5,12,5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2022,553060.802718,4899645.99502,"Ilex mucronata","ILMU",5,13,4.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2022,553060.802718,4899645.99502,"Kalmia angustifolia","KAAN",5,8,2,"native",1,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2022,553060.802718,4899645.99502,"Larix laricina","LALA",7,0.1,4.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2022,553060.802718,4899645.99502,"Maianthemum trifolium","MATR4",3,25,7.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2022,553060.802718,4899645.99502,"Picea mariana","PIMA",7,30,6,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2022,553060.802718,4899645.99502,"Rhododendron canadense","RHCA6",5,35,5.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2022,553060.802718,4899645.99502,"Rhododendron groenlandicum","RHGR3",5,12,6.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2022,553060.802718,4899645.99502,"Trientalis borealis","TRBO2",3,0.1,4.5,"native",0,"Bass Harbor Marsh #2"
"RAM #03","R-03","RAM",2022,553060.802718,4899645.99502,"Vaccinium corymbosum","VACO",5,23,4,"native",1,"Bass Harbor Marsh #2"
"RAM #04","R-04","RAM",2012,563269.166259,4913128.61634,"Alnus incana","ALIN2",5,1,2.5,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2012,563269.166259,4913128.61634,"Calamagrostis canadensis","CACA4",4,5,2.33,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2012,563269.166259,4913128.61634,"Carex lacustris","CALA16",4,40,4,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2012,563269.166259,4913128.61634,"Carex lasiocarpa","CALA11",4,1,6,"native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2012,563269.166259,4913128.61634,"Carex stricta","CAST8",4,10,4.5,"native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2012,563269.166259,4913128.61634,"Chamaedaphne calyculata","CHCA2",5,1,5.5,"native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2012,563269.166259,4913128.61634,"Juncus canadensis","JUCA3",4,0.1,3.5,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2012,563269.166259,4913128.61634,"Myrica gale","MYGA",5,10,5,"native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2012,563269.166259,4913128.61634,"Rhamnus frangula","RHFR",5,1,0,"non-native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2012,563269.166259,4913128.61634,"Salix","SALIX",5,20,3.13,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2012,563269.166259,4913128.61634,"Scirpus cyperinus","SCCY",4,0.1,3,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2012,563269.166259,4913128.61634,"Spiraea alba","SPAL2",5,15,2,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2017,563269.166259,4913128.61634,"Alnus incana ssp. Rugosa","ALINR",5,7,2.5,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2017,563269.166259,4913128.61634,"Betula populifolia","BEPO",5,7,2,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2017,563269.166259,4913128.61634,"Calamagrostis canadensis","CACA4",4,10,2.33,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2017,563269.166259,4913128.61634,"Carex lacustris","CALA16",4,50,4,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2017,563269.166259,4913128.61634,"Carex lasiocarpa","CALA11",4,4,6,"native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2017,563269.166259,4913128.61634,"Carex stricta","CAST8",4,15,4.5,"native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2017,563269.166259,4913128.61634,"Chamaedaphne calyculata","CHCA2",5,7,5.5,"native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2017,563269.166259,4913128.61634,"Iris versicolor","IRVE2",4,0.1,3,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2017,563269.166259,4913128.61634,"Lysimachia terrestris","LYTE2",4,2,3,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2017,563269.166259,4913128.61634,"Myrica gale","MYGA",5,25,5,"native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2017,563269.166259,4913128.61634,"Salix petiolaris","SAPE5",5,10,2,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2017,563269.166259,4913128.61634,"Spiraea alba","SPAL2",5,10,2,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2022,563269.166259,4913128.61634,"Alnus incana","ALIN2",5,4,2.5,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2022,563269.166259,4913128.61634,"Betula populifolia","BEPO",5,5,2,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2022,563269.166259,4913128.61634,"Calamagrostis canadensis","CACA4",4,6,2.33,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2022,563269.166259,4913128.61634,"Carex lacustris","CALA16",4,45,4,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2022,563269.166259,4913128.61634,"Carex lasiocarpa","CALA11",4,8,6,"native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2022,563269.166259,4913128.61634,"Carex stricta","CAST8",4,15,4.5,"native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2022,563269.166259,4913128.61634,"Chamaedaphne calyculata","CHCA2",5,8,5.5,"native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2022,563269.166259,4913128.61634,"Iris versicolor","IRVE2",4,0.1,3,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2022,563269.166259,4913128.61634,"Myrica gale","MYGA",5,45,5,"native",0,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2022,563269.166259,4913128.61634,"Salix petiolaris","SAPE5",5,17,2,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2022,563269.166259,4913128.61634,"Scirpus cyperinus","SCCY",4,0.1,3,"native",1,"Great Meadow (MDI) #1"
"RAM #04","R-04","RAM",2022,563269.166259,4913128.61634,"Spiraea alba","SPAL2",5,20,2,"native",1,"Great Meadow (MDI) #1"
"RAM #05","R-05","RAM",2012,554170.417039,4899429.1007,"Cornus canadensis","COCA13",3,25,5.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2012,554170.417039,4899429.1007,"Drosera intermedia","DRIN3",3,5,5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2012,554170.417039,4899429.1007,"Empetrum nigrum","EMNI",3,0.1,5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2012,554170.417039,4899429.1007,"Gaylussacia baccata","GABA",5,2,5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2012,554170.417039,4899429.1007,"Kalmia angustifolia","KAAN",5,30,2,"native",1,"Big Heath #1"
"RAM #05","R-05","RAM",2012,554170.417039,4899429.1007,"Larix laricina","LALA",5,2,4.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2012,554170.417039,4899429.1007,"Maianthemum trifolium","MATR4",3,10,7.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2012,554170.417039,4899429.1007,"Picea mariana","PIMA",5,35,6,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2012,554170.417039,4899429.1007,"Rhododendron canadense","RHCA6",5,5,5.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2012,554170.417039,4899429.1007,"Rhododendron groenlandicum","RHGR3",5,5,6.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2012,554170.417039,4899429.1007,"Rhynchospora alba","RHAL3",3,10,6,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2012,554170.417039,4899429.1007,"Utricularia cornuta","UTCO",3,1,7,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2017,554170.417039,4899429.1007,"Carex exilis","CAEX7",3,7,7,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2017,554170.417039,4899429.1007,"Cornus canadensis","COCA13",3,10,5.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2017,554170.417039,4899429.1007,"Drosera intermedia","DRIN3",3,7,5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2017,554170.417039,4899429.1007,"Empetrum nigrum","EMNI",3,3,5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2017,554170.417039,4899429.1007,"Gaylussacia baccata","GABA",5,20,5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2017,554170.417039,4899429.1007,"Kalmia angustifolia","KAAN",5,30,2,"native",1,"Big Heath #1"
"RAM #05","R-05","RAM",2017,554170.417039,4899429.1007,"Larix laricina","LALA",5,5,4.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2017,554170.417039,4899429.1007,"Maianthemum trifolium","MATR4",3,20,7.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2017,554170.417039,4899429.1007,"Picea mariana","PIMA",5,30,6,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2017,554170.417039,4899429.1007,"Rhododendron canadense","RHCA6",5,3,5.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2017,554170.417039,4899429.1007,"Rhododendron groenlandicum","RHGR3",5,5,6.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2017,554170.417039,4899429.1007,"Rhynchospora alba","RHAL3",3,10,6,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2022,554170.417039,4899429.1007,"Carex exilis","CAEX7",3,15,7,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2022,554170.417039,4899429.1007,"Cornus canadensis","COCA13",3,7,5.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2022,554170.417039,4899429.1007,"Empetrum nigrum","EMNI",3,4,5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2022,554170.417039,4899429.1007,"Gaylussacia baccata","GABA",5,15,5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2022,554170.417039,4899429.1007,"Kalmia angustifolia","KAAN",5,15,2,"native",1,"Big Heath #1"
"RAM #05","R-05","RAM",2022,554170.417039,4899429.1007,"Larix laricina","LALA",5,5,4.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2022,554170.417039,4899429.1007,"Maianthemum trifolium","MATR4",3,20,7.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2022,554170.417039,4899429.1007,"Picea mariana","PIMA",5,40,6,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2022,554170.417039,4899429.1007,"Rhododendron canadense","RHCA6",5,20,5.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2022,554170.417039,4899429.1007,"Rhododendron groenlandicum","RHGR3",5,12,6.5,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2022,554170.417039,4899429.1007,"Rhynchospora alba","RHAL3",3,5,6,"native",0,"Big Heath #1"
"RAM #05","R-05","RAM",2022,554170.417039,4899429.1007,"Xyris montana","XYMO",3,2,5,"native",0,"Big Heath #1"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Abies balsamea","ABBA",7,0.1,2.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Acer rubrum","ACRU",7,20,2.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Betula alleghaniensis","BEAL2",7,0.1,5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Calamagrostis canadensis","CACA4",4,1,2.33,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Carex folliculata","CAFO6",4,0.1,5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Carex stricta","CAST8",4,5,4.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Carex trisperma","CATR10",3,12,5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Cornus canadensis","COCA13",3,0.1,5.5,"native",0,"Off Western Mtn Road- buffer outside of park"
