"site.name","local.id","site.type","year","xcoord","ycoord","species","plant.code","plot.freq","coc","nativity","stress.tol","notes"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Kalmia angustifolia","KAAN",4,2,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Larix laricina","LALA",4,4.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Maianthemum canadense","MACA4",4,3,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Maianthemum trifolium","MATR4",1,7.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Myrica gale","MYGA",4,5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Onoclea sensibilis","ONSE",1,2,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Osmundastrum cinnamomea","OSCI2",4,3.5,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Picea glauca","PIGL",1,3.5,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Picea mariana","PIMA",2,6,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Prenanthes","PRENA",1,5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Rhododendron canadense","RHCA6",4,5.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Rhododendron groenlandicum","RHGR3",4,6.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Rosa nitida","RONI",2,5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Rubus hispidus","RUHI",4,3,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Solidago uliginosa","SOUL",3,8,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Spiraea alba","SPAL2",4,2,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Symplocarpus foetidus","SYFO",1,5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Thelypteris palustris","THPA",1,4.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Trientalis borealis","TRBO2",4,4.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Vaccinium angustifolium","VAAN",4,2.5,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Vaccinium corymbosum","VACO",4,4,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Vaccinium myrtilloides","VAMY",2,3.5,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Vaccinium vitis-idaea","VAVI",1,6.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2017,552812.491731,4899852.80191,"Viburnum nudum var. cassinoides","VINUC",4,4.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Acer rubrum","ACRU",1,2.5,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Alnus incana","ALIN2",1,2.5,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Amelanchier","AMELA",4,4.17,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Aronia melanocarpa","ARME6",4,4.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Calamagrostis canadensis","CACA4",1,2.33,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Carex folliculata","CAFO6",1,5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Carex trisperma","CATR10",4,5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Chamaedaphne calyculata","CHCA2",4,5.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Cornus canadensis","COCA13",3,5.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Doellingeria umbellata","DOUM2",4,3,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Eriophorum angustifolium","ERAN6",1,6.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Gaylussacia baccata","GABA",1,5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Ilex mucronata","ILMU",4,4.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Ilex verticillata","ILVE",1,3,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Kalmia angustifolia","KAAN",4,2,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Larix laricina","LALA",4,4.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Maianthemum canadense","MACA4",4,3,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Maianthemum trifolium","MATR4",1,7.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Myrica gale","MYGA",4,5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Osmundastrum cinnamomea","OSCI2",4,3.5,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Picea glauca","PIGL",2,3.5,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Picea mariana","PIMA",4,6,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Prenanthes","PRENA",1,5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Rhododendron canadense","RHCA6",4,5.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Rhododendron groenlandicum","RHGR3",4,6.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Rosa nitida","RONI",2,5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Rubus","RUBUS",3,3.5,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Rubus hispidus","RUHI",4,3,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Sarracenia purpurea","SAPU4",1,7,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Solidago uliginosa","SOUL",3,8,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Spiraea alba","SPAL2",4,2,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Symplocarpus foetidus","SYFO",1,5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Thelypteris palustris","THPA",1,4.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Trientalis borealis","TRBO2",4,4.5,"native",0,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Vaccinium angustifolium","VAAN",4,2.5,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Vaccinium corymbosum","VACO",4,4,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Vaccinium myrtilloides","VAMY",3,3.5,"native",1,"Bass Harbor Marsh #1"
"RAM #01","R-01","RAM",2022,552812.491731,4899852.80191,"Viburnum nudum var. cassinoides","VINUC",4,4.5,"native",0,"Bass Harbor Marsh #1"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Acer rubrum","ACRU",4,2.5,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Alnus incana","ALIN2",4,2.5,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Amelanchier","AMELA",2,4.17,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Betula populifolia","BEPO",4,2,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Calamagrostis canadensis","CACA4",4,2.33,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Carex atlantica","CAAT4",2,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Carex folliculata","CAFO6",2,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Carex lasiocarpa","CALA11",3,6,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Carex stricta","CAST8",4,4.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Chamaedaphne calyculata","CHCA2",4,5.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Cornus canadensis","COCA13",3,5.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Doellingeria umbellata","DOUM2",1,3,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Drosera rotundifolia","DRRO",2,4,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Dulichium arundinaceum","DUAR3",2,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Eriophorum angustifolium","ERAN6",1,6.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Eriophorum virginicum","ERVI8",4,6.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Eurybia radula","EURA10",2,7,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Gaylussacia baccata","GABA",3,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Glyceria","GLYCE",1,4.75,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Ilex mucronata","ILMU",1,4.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Ilex verticillata","ILVE",2,3,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Kalmia angustifolia","KAAN",3,2,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Larix laricina","LALA",1,4.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Lysimachia terrestris","LYTE2",3,3,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Myrica gale","MYGA",4,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Oclemena nemoralis","OCNE2",4,7.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Osmunda regalis","OSRE",4,6,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Osmundastrum cinnamomea","OSCI2",4,3.5,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Pinus strobus","PIST",4,2.5,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Quercus rubra","QURU",2,3.5,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Rhamnus frangula","RHFR",3,0,"non-native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Rhododendron canadense","RHCA6",4,5.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Rhynchospora alba","RHAL3",2,6,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Rosa palustris","ROPA",1,4,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Rubus flagellaris","RUFL",4,3,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Scirpus cyperinus","SCCY",2,3,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Solidago rugosa","SORU2",1,2,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Solidago uliginosa","SOUL",1,8,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Spiraea alba","SPAL2",4,2,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Spiraea tomentosa","SPTO2",4,2.5,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Thelypteris palustris","THPA",4,4.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Triadenum virginicum","TRVI2",4,5.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Trientalis borealis","TRBO2",2,4.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Typha latifolia","TYLA",3,2,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Vaccinium corymbosum","VACO",4,4,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Vaccinium macrocarpon","VAMA",4,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Viburnum nudum var. cassinoides","VINUC",1,4.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2012,560332.196155,4914805.63655,"Viola","VIOLA",1,3.5,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Acer rubrum","ACRU",4,2.5,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Alnus incana","ALIN2",4,2.5,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Amelanchier","AMELA",4,4.17,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Aronia melanocarpa","ARME6",4,4.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Betula populifolia","BEPO",4,2,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Calamagrostis canadensis","CACA4",4,2.33,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Carex atlantica","CAAT4",1,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Carex folliculata","CAFO6",2,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Carex lasiocarpa","CALA11",4,6,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Carex stricta","CAST8",4,4.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Carex trisperma","CATR10",2,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Chamaedaphne calyculata","CHCA2",4,5.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Cornus canadensis","COCA13",4,5.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Danthonia spicata","DASP2",1,2,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Dichanthelium acuminatum","DIAC2",1,4,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Doellingeria umbellata","DOUM2",3,3,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Drosera intermedia","DRIN3",2,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Drosera rotundifolia","DRRO",2,4,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Dulichium arundinaceum","DUAR3",3,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Epilobium leptophyllum","EPLE2",1,4,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Eriophorum tenellum","ERTE12",1,7,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Eriophorum virginicum","ERVI8",3,6.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Gaylussacia baccata","GABA",3,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Ilex mucronata","ILMU",1,4.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Ilex verticillata","ILVE",4,3,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Juncus canadensis","JUCA3",1,3.5,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Kalmia angustifolia","KAAN",4,2,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Lysimachia terrestris","LYTE2",3,3,"native",1,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Morella pensylvanica","MOPE6",2,4.5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Myrica gale","MYGA",4,5,"native",0,"Southwest of New Mills Meadow"
"RAM #02","R-02","RAM",2017,560332.196155,4914805.63655,"Oclemena nemoralis","OCNE2",4,7.5,"native",0,"Southwest of New Mills Meadow"
