"Code","Location_ID","Visit_ID","Panel","xCoordinate","yCoordinate","UTM_Zone","Latitude","Longitude","Date","Year","Visit_Type","limited_RAM","TSN","Latin_Name","Common","quad_freq","PLANTS_Code","CoC_ME_ACAD","Invasive","Protected_species","Coef_wetness"
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,897944,"Osmundastrum cinnamomea","cinnamon fern",NA,"OSCI2",4,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,40009,"Dulichium arundinaceum","threeway sedge",NA,"DUAR3",5,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,40243,"Scirpus atrocinctus","blackgirdle bulrush",NA,"SCAT4",3,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,17251,"Thelypteris palustris","eastern marsh fern",NA,"THPA",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,39432,"Carex scoparia","broom sedge",NA,"CASC11",2,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,40228,"Scirpus cyperinus","woolgrass",NA,"SCCY",2,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,39435,"Carex stricta","upright sedge",NA,"CAST8",4,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,17637,"Onoclea sensibilis","sensitive fern",NA,"ONSE",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,23637,"Chamaedaphne calyculata","leatherleaf",NA,"CHCA2",5,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,34806,"Galium trifidum","threepetal bedstraw",NA,"GATR2",4,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,501288,"Carex utriculata","Northwest Territory sedge",NA,"CAUT",5,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,40010,"Eleocharis","spikerush",NA,"ELEOC",4,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,21473,"Triadenum fraseri","Fraser's St. Johnswort",NA,"TRFR",6,FALSE,FALSE,0
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,25342,"Spiraea tomentosa","steeplebush",NA,"SPTO2",4,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,22507,"Salix bebbiana","Bebb's willow",NA,"SABE2",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,19497,"Betula populifolia","gray birch",NA,"BEPO",2,FALSE,FALSE,0
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,17218,"Osmunda regalis","royal fern",NA,"OSRE",6,FALSE,FALSE,0
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,NA,"Frangula alnus",NA,NA,NA,NA,NA,NA,NA
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,32257,"Lycopus uniflorus","northern bugleweed",NA,"LYUN",3,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,22567,"Salix petiolaris","slender willow",NA,"SAPE5",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,42326,"Typha latifolia","broadleaf cattail",NA,"TYLA",2,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,23985,"Lysimachia terrestris","earth loosestrife",NA,"LYTE2",3,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,24834,"Rosa nitida","shining rose",NA,"RONI",7,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,32798,"Scutellaria galericulata","marsh scullcap",NA,"SCGA",4,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,27985,"Ilex verticillata","common winterberry",NA,"ILVE",4,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,23573,"Vaccinium corymbosum","highbush blueberry",NA,"VACO",4,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,NA,"Juncas pylaei",NA,NA,NA,NA,NA,NA,NA
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,508093,"Doellingeria umbellata","parasol whitetop",NA,"DOUM2",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,39432,"Carex scoparia","broom sedge",NA,"CASC11",2,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,NA,"Malus sieboldii",NA,NA,NA,NA,NA,NA,NA
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/23/2015",2015,"VS",1,39253,"Juncus brevicaudatus","narrow-panicle rush",NA,"JUBR4",3,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,897944,"Osmundastrum cinnamomea","cinnamon fern",NA,"OSCI2",4,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,42326,"Typha latifolia","broadleaf cattail",NA,"TYLA",2,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,181888,"Alnus incana ssp. Rugosa","speckled alder",NA,"ALINR",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,40544,"Calamagrostis canadensis","bluejoint",NA,"CACA4",3,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,32257,"Lycopus uniflorus","northern bugleweed",NA,"LYUN",3,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,NA,"Rhamnus alnifolia",NA,NA,NA,NA,NA,NA,NA
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,23637,"Chamaedaphne calyculata","leatherleaf",NA,"CHCA2",5,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,39459,"Carex lasiocarpa","woolly-fruit sedge",NA,"CALA11",6,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,19265,"Myrica gale","sweetgale",NA,"MYGA",5,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,23985,"Lysimachia terrestris","earth loosestrife",NA,"LYTE2",3,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,25329,"Spiraea alba","white meadowsweet",NA,"SPAL2",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,501288,"Carex utriculata","Northwest Territory sedge",NA,"CAUT",5,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,19497,"Betula populifolia","gray birch",NA,"BEPO",2,FALSE,FALSE,0
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,28728,"Acer rubrum","red maple",NA,"ACRU",3,FALSE,FALSE,0
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,43196,"Iris versicolor","harlequin blueflag",NA,"IRVE2",3,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,17218,"Osmunda regalis","royal fern",NA,"OSRE",6,FALSE,FALSE,0
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,22507,"Salix bebbiana","Bebb's willow",NA,"SABE2",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,22567,"Salix petiolaris","slender willow",NA,"SAPE5",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,17251,"Thelypteris palustris","eastern marsh fern",NA,"THPA",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,23573,"Vaccinium corymbosum","highbush blueberry",NA,"VACO",4,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,NA,"Dulichium",NA,NA,NA,NA,NA,NA,NA
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,40243,"Scirpus atrocinctus","blackgirdle bulrush",NA,"SCAT4",3,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,17637,"Onoclea sensibilis","sensitive fern",NA,"ONSE",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,21473,"Triadenum fraseri","Fraser's St. Johnswort",NA,"TRFR",6,FALSE,FALSE,0
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,23599,"Vaccinium macrocarpon","large cranberry",NA,"VAMA",5,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,25342,"Spiraea tomentosa","steeplebush",NA,"SPTO2",4,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,NA,"Bryophytes",NA,NA,NA,NA,NA,NA,NA
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"8/12/2020",2020,"VS",1,NA,"Thalictrum",NA,NA,NA,NA,NA,NA,NA
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,897944,"Osmundastrum cinnamomea","cinnamon fern",NA,"OSCI2",4,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,28728,"Acer rubrum","red maple",NA,"ACRU",3,FALSE,FALSE,0
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,NA,"Alnus incana ssp. rugosa",NA,NA,NA,NA,NA,NA,NA
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,19497,"Betula populifolia","gray birch",NA,"BEPO",2,FALSE,FALSE,0
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,40544,"Calamagrostis canadensis","bluejoint",NA,"CACA4",3,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,39446,"Carex brunnescens","brownish sedge",NA,"CABR15",4,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,39459,"Carex lasiocarpa","woolly-fruit sedge",NA,"CALA11",6,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,39435,"Carex stricta","upright sedge",NA,"CAST8",4,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,501288,"Carex utriculata","Northwest Territory sedge",NA,"CAUT",5,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,23637,"Chamaedaphne calyculata","leatherleaf",NA,"CHCA2",5,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,17531,"Dryopteris cristata","crested woodfern",NA,"DRCR4",6,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,NA,"Frangula alnus",NA,NA,NA,NA,NA,NA,NA
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,835359,"Ilex mucronata","mountain holly/catberry",NA,"ILMU",6,FALSE,FALSE,0
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,27985,"Ilex verticillata","common winterberry",NA,"ILVE",4,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,23985,"Lysimachia terrestris","earth loosestrife",NA,"LYTE2",3,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,19265,"Myrica gale","sweetgale",NA,"MYGA",5,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,17637,"Onoclea sensibilis","sensitive fern",NA,"ONSE",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,17218,"Osmunda regalis","royal fern",NA,"OSRE",6,FALSE,FALSE,0
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,22507,"Salix bebbiana","Bebb's willow",NA,"SABE2",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,22567,"Salix petiolaris","slender willow",NA,"SAPE5",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,40243,"Scirpus atrocinctus","blackgirdle bulrush",NA,"SCAT4",3,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,25329,"Spiraea alba","white meadowsweet",NA,"SPAL2",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,17251,"Thelypteris palustris","eastern marsh fern",NA,"THPA",3,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,21473,"Triadenum fraseri","Fraser's St. Johnswort",NA,"TRFR",6,FALSE,FALSE,0
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,42326,"Typha latifolia","broadleaf cattail",NA,"TYLA",2,FALSE,FALSE,-5
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,23573,"Vaccinium corymbosum","highbush blueberry",NA,"VACO",4,FALSE,FALSE,-3
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,NA,"Bryophytes",NA,NA,NA,NA,NA,NA,NA
"GRME02",223,NA,NA,563071,4913162,"19N",NA,NA,"7/25/2023",2023,"VS",1,NA,"Utricularia vulgaris",NA,NA,NA,NA,NA,NA,NA
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,19481,"Betula alleghaniensis","yellow birch",NA,"BEAL2",5,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,17531,"Dryopteris cristata","crested woodfern",NA,"DRCR4",6,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,505490,"Thuja occidentalis","eastern white cedar",NA,"THOC2",3,FALSE,FALSE,-3
